game_id,team_id,HoA,result,settled_in,head_coach,goals,shots,tackles,pim,powerPlayOpportunities,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways
2014020005,7,home,LOSS,REG,Ted Nolan,1,5,16,10,1,0,50.9,5,6
2014020580,29,away,LOSS,REG,Todd Richards,2,6,25,8,3,0,46.9,4,3
2014020580,21,home,WIN,REG,Patrick Roy,3,7,26,6,4,0,53.1,7,12
2014020222,5,away,LOSS,REG,Mike Johnston,0,8,28,8,3,0,47.3,12,7
2014020222,3,home,WIN,REG,Alain Vigneault,3,8,22,6,4,1,52.7,11,14
2014020033,10,away,WIN,REG,Randy Carlyle,4,9,23,4,4,2,56.1,8,2
2014020033,3,home,LOSS,REG,Alain Vigneault,3,9,16,8,2,0,43.9,16,6
2014020319,22,away,LOSS,REG,Dallas Eakins,2,9,19,13,2,0,44.6,5,4
2014020319,25,home,WIN,REG,Lindy Ruff,3,8,20,9,4,0,55.4,8,12
2014020886,18,away,TIE,SO,Peter Laviolette,1,9,12,10,8,1,41,6,2
2014020886,7,home,TIE,SO,Ted Nolan,1,4,31,20,3,0,59,9,1
2014020294,1,away,WIN,REG,Peter DeBoer,2,6,21,8,2,0,53.4,13,3
2014020294,22,home,LOSS,REG,Dallas Eakins,0,7,18,4,4,0,46.6,19,5
2014020408,13,away,TIE,REG,Gerard Gallant,2,8,32,8,3,0,47.5,5,6
2014020408,19,home,TIE,REG,Ken Hitchcock,2,7,13,6,4,0,52.5,10,8
2014020036,24,away,WIN,REG,Bruce Boudreau,3,11,21,13,6,1,68.2,3,1
2014020036,7,home,LOSS,REG,Ted Nolan,1,3,17,19,3,0,31.8,6,3
2014021047,2,away,LOSS,REG,Jack Capuano,1,9,38,2,2,0,44.1,6,6
2014021047,16,home,WIN,REG,Joel Quenneville,2,7,18,17,1,0,55.9,12,7
2014020727,15,away,LOSS,OT,Barry Trotz,0,9,29,10,5,0,41.8,9,1
2014020727,8,home,WIN,OT,Michel Therrien,1,7,21,14,3,0,58.2,11,4
2014020596,17,away,WIN,REG,Mike Babcock,3,5,17,8,2,1,42.9,10,10
2014020596,20,home,LOSS,REG,Bob Hartley,2,7,19,4,4,0,57.1,17,10
2014021068,23,away,WIN,REG,Willie Desjardins,2,10,32,8,3,1,48.1,7,2
2014021068,26,home,LOSS,REG,Darryl Sutter,1,6,34,21,3,1,51.9,12,4
2014021056,17,away,LOSS,REG,Mike Babcock,1,6,21,6,2,0,50.8,5,3
2014021056,13,home,WIN,REG,Gerard Gallant,3,8,34,4,3,0,49.2,4,6
2014020534,10,away,LOSS,REG,Randy Carlyle,2,5,18,8,2,0,51,7,6
2014020534,14,home,WIN,REG,Jon Cooper,3,10,17,4,4,1,49,6,11
2014021209,30,away,TIE,REG,Mike Yeo,2,6,16,6,1,1,57.6,5,7
2014021209,18,home,TIE,REG,Peter Laviolette,2,8,20,4,2,0,42.4,12,8
2014020141,16,away,TIE,SO,Joel Quenneville,2,9,18,14,5,0,57.6,10,3
2014020141,9,home,TIE,SO,Paul MacLean,2,8,23,12,6,1,42.4,7,8
2014020588,28,away,LOSS,OT,Todd McLellan,2,6,11,6,4,0,54.3,6,7
2014020588,30,home,WIN,OT,Mike Yeo,3,7,11,10,2,0,45.7,5,6
2014020364,1,away,LOSS,REG,Peter DeBoer,0,7,31,8,4,0,43.4,4,6
2014020364,5,home,WIN,REG,Mike Johnston,1,5,23,22,2,0,56.6,7,8
2014020869,6,away,LOSS,REG,Claude Julien,1,6,26,13,5,0,46,3,9
2014020869,19,home,WIN,REG,Ken Hitchcock,3,3,22,17,3,1,54,2,5
2014020060,18,away,WIN,REG,Peter Laviolette,2,6,23,10,4,0,50.9,8,4
2014020060,52,home,LOSS,REG,Paul Maurice,0,7,26,12,3,0,49.1,8,1
2014020626,52,away,TIE,SO,Paul Maurice,2,8,27,17,6,0,42.7,8,7
2014020626,24,home,TIE,SO,Bruce Boudreau,2,10,35,19,5,2,57.3,14,7
2014021108,28,away,WIN,REG,Todd McLellan,4,7,19,10,1,0,55.7,5,2
2014021108,17,home,LOSS,REG,Mike Babcock,2,8,16,4,4,0,44.3,12,2
2014020814,52,away,LOSS,REG,Paul Maurice,1,8,20,12,5,1,47.6,12,4
2014020814,18,home,WIN,REG,Peter Laviolette,3,6,21,10,6,2,52.4,10,4
2014020376,23,away,WIN,REG,Willie Desjardins,3,7,22,8,2,0,58,3,3
2014020376,5,home,LOSS,REG,Mike Johnston,0,5,33,6,3,0,42,6,5
2014021179,21,away,LOSS,REG,Patrick Roy,1,2,35,0,1,0,53.5,7,3
2014021179,26,home,WIN,REG,Darryl Sutter,3,6,28,2,0,0,46.5,16,3
2014020864,13,away,TIE,SO,Gerard Gallant,2,5,42,7,1,0,38.5,10,7
2014020864,8,home,TIE,SO,Michel Therrien,2,9,31,7,1,0,61.5,11,7
2014020623,3,away,WIN,REG,Alain Vigneault,3,8,27,6,3,0,35.6,8,6
2014020623,28,home,LOSS,REG,Todd McLellan,1,7,19,6,2,1,64.4,14,11
2014020107,6,away,WIN,REG,Claude Julien,2,8,24,8,4,1,60.3,8,11
2014020107,10,home,LOSS,REG,Randy Carlyle,1,8,39,10,3,0,39.7,8,13
2014021195,52,away,WIN,REG,Paul Maurice,1,7,23,12,4,0,55,3,5
2014021195,19,home,LOSS,REG,Ken Hitchcock,0,7,32,24,2,0,45,3,7
2014021106,13,away,WIN,REG,Gerard Gallant,2,7,21,10,1,0,34.4,10,8
2014021106,10,home,LOSS,REG,Peter Horachek,1,6,37,16,3,0,65.6,8,10
2014020162,25,away,LOSS,REG,Lindy Ruff,1,5,9,8,4,0,51.9,3,3
2014020162,30,home,WIN,REG,Mike Yeo,2,7,5,8,4,2,48.1,4,14
2014020144,24,away,LOSS,REG,Bruce Boudreau,0,6,19,6,4,0,40.7,8,6
2014020144,19,home,WIN,REG,Ken Hitchcock,2,7,16,8,3,0,59.3,4,9
2014020885,6,away,WIN,REG,Claude Julien,4,7,39,17,4,2,59,10,8
2014020885,16,home,LOSS,REG,Joel Quenneville,2,7,24,17,4,1,41,9,9
2014021100,25,away,TIE,SO,Lindy Ruff,3,7,10,8,7,1,50,18,13
2014021100,20,home,TIE,SO,Bob Hartley,3,8,11,14,4,0,50,9,28
2014021109,18,away,WIN,REG,Peter Laviolette,3,4,19,10,5,0,44.8,8,5
2014021109,14,home,LOSS,REG,Jon Cooper,2,7,15,12,5,0,55.2,10,4
2014020067,28,away,TIE,REG,Todd McLellan,2,8,6,11,4,2,53.5,2,9
2014020067,1,home,TIE,REG,Peter DeBoer,2,9,10,13,3,0,46.5,9,1
2014020094,5,away,WIN,OT,Mike Johnston,3,6,19,10,3,0,45.9,4,7
2014020094,17,home,LOSS,OT,Mike Babcock,2,7,30,10,3,0,54.1,3,4
2014020020,24,away,WIN,REG,Bruce Boudreau,3,6,19,6,3,0,54.9,4,2
2014020020,17,home,LOSS,REG,Mike Babcock,2,7,26,8,2,0,45.1,9,0
2014020370,4,away,LOSS,REG,Craig Berube,1,7,27,7,2,1,50,16,6
2014020370,28,home,WIN,REG,Todd McLellan,2,6,38,9,1,0,50,12,14
2014020612,16,away,LOSS,REG,Joel Quenneville,2,5,17,4,2,0,50,17,4
2014020612,22,home,WIN,REG,Todd Nelson,3,5,29,4,2,1,50,12,12
2014020726,16,away,WIN,REG,Joel Quenneville,2,8,26,6,3,0,46.2,11,13
2014020726,24,home,LOSS,REG,Bruce Boudreau,1,5,31,6,3,1,53.8,11,7
2014020760,2,away,TIE,SO,Jack Capuano,2,7,48,7,1,0,46.6,10,5
2014020760,4,home,TIE,SO,Craig Berube,2,4,47,7,1,0,53.4,6,4
2014020995,6,away,WIN,REG,Claude Julien,3,5,29,8,3,1,44.6,14,12
2014020995,9,home,LOSS,REG,Dave Cameron,1,10,29,8,3,0,55.4,14,9
2014020594,15,away,WIN,REG,Barry Trotz,4,6,29,6,2,0,39,9,13
2014020594,10,home,LOSS,REG,Peter Horachek,2,8,36,6,2,0,61,6,13
2014021185,12,away,WIN,REG,Bill Peters,3,13,6,0,0,0,69.8,10,2
2014021185,7,home,LOSS,REG,Ted Nolan,2,6,10,0,0,0,30.2,4,4
2014020233,21,away,TIE,SO,Patrick Roy,3,7,23,11,2,1,58.5,6,6
2014020233,3,home,TIE,SO,Alain Vigneault,3,8,22,9,3,0,41.5,6,8
2014020359,8,away,LOSS,REG,Michel Therrien,2,7,9,2,2,1,53.1,5,8
2014020359,21,home,WIN,REG,Patrick Roy,3,7,22,4,1,0,46.9,8,15
2014021018,17,away,LOSS,REG,Mike Babcock,2,8,19,8,3,1,56.5,7,3
2014021018,4,home,WIN,REG,Craig Berube,5,9,39,16,4,3,43.5,8,4
2014020400,6,away,WIN,REG,Claude Julien,3,8,33,8,2,1,44.6,1,6
2014020400,53,home,LOSS,REG,Dave Tippett,2,6,36,4,4,1,55.4,5,6
2014020701,15,away,WIN,REG,Barry Trotz,3,7,21,10,3,0,43.4,6,5
2014020701,29,home,LOSS,REG,Todd Richards,2,7,31,6,5,0,56.6,4,6
2014020583,28,away,WIN,REG,Todd McLellan,3,9,26,6,7,1,40,7,4
2014020583,52,home,LOSS,REG,Paul Maurice,2,4,45,14,3,2,60,15,11
2014020219,20,away,LOSS,REG,Bob Hartley,1,5,32,6,1,1,44.8,9,3
2014020219,12,home,WIN,REG,Bill Peters,2,7,30,2,3,1,55.2,9,6
2014020942,18,away,LOSS,REG,Peter Laviolette,1,8,16,4,3,0,56.9,10,6
2014020942,1,home,WIN,REG,Adam Oates,3,6,17,6,2,1,43.1,9,4
2014020155,15,away,WIN,REG,Barry Trotz,3,9,19,11,2,1,50,5,7
2014020155,14,home,LOSS,REG,Jon Cooper,2,7,33,11,2,0,50,7,10
2014020321,1,away,LOSS,REG,Peter DeBoer,0,5,16,9,0,0,47.1,7,10
2014020321,23,home,WIN,REG,Willie Desjardins,2,9,20,5,2,0,52.9,9,3
2014020616,5,away,WIN,OT,Mike Johnston,2,9,39,8,4,1,61.5,11,5
2014020616,8,home,LOSS,OT,Michel Therrien,1,7,18,8,4,0,38.5,12,10
2014020922,26,away,TIE,REG,Darryl Sutter,2,5,25,2,1,0,42.2,9,3
2014020922,24,home,TIE,REG,Bruce Boudreau,2,8,52,2,1,0,57.8,12,8
2014020040,28,away,TIE,SO,Todd McLellan,3,5,13,8,3,1,50.8,6,2
2014020040,15,home,TIE,SO,Barry Trotz,3,8,26,6,4,2,49.2,6,12
2014021031,12,away,WIN,REG,Bill Peters,3,6,13,8,6,1,56.6,1,1
2014021031,29,home,LOSS,REG,Todd Richards,2,6,34,12,4,1,43.4,4,3
2014020121,15,away,TIE,REG,Barry Trotz,2,5,25,10,2,0,49.2,9,3
2014020121,23,home,TIE,REG,Willie Desjardins,2,8,20,4,5,2,50.8,13,10
2014020702,25,away,LOSS,REG,Lindy Ruff,2,10,21,10,5,1,46.2,7,8
2014020702,8,home,WIN,REG,Michel Therrien,3,6,19,23,5,1,53.8,13,4
2014020658,52,away,TIE,REG,Paul Maurice,2,8,37,28,3,1,44.6,3,6
2014020658,16,home,TIE,REG,Joel Quenneville,2,8,22,20,2,0,55.4,6,7
2014020992,25,away,WIN,REG,Lindy Ruff,2,9,32,6,3,0,48.1,5,5
2014020992,4,home,LOSS,REG,Craig Berube,1,6,31,6,3,0,51.9,7,3
2014020764,14,away,TIE,REG,Jon Cooper,3,7,18,10,3,1,48.4,3,9
2014020764,25,home,TIE,REG,Lindy Ruff,3,9,23,8,4,0,51.6,14,10
2014020938,19,away,TIE,SO,Ken Hitchcock,3,9,34,20,4,1,57.8,3,5
2014020938,23,home,TIE,SO,Willie Desjardins,3,7,41,22,3,0,42.2,5,6
2014020655,23,away,WIN,REG,Willie Desjardins,3,4,30,6,2,0,37,15,11
2014020655,12,home,LOSS,REG,Bill Peters,0,7,22,4,3,0,63,17,9
2014020105,29,away,LOSS,REG,Todd Richards,1,4,33,13,4,1,38.8,6,2
2014020105,24,home,WIN,REG,Bruce Boudreau,2,8,32,13,4,2,61.2,7,2
2014021046,28,away,LOSS,REG,Todd McLellan,2,10,11,18,3,0,50,6,4
2014021046,52,home,WIN,REG,Paul Maurice,3,5,23,8,3,2,50,11,6
2014020966,7,away,LOSS,REG,Ted Nolan,2,6,43,8,0,0,53.3,7,5
2014020966,9,home,WIN,REG,Dave Cameron,3,9,26,2,3,0,46.7,13,11
2014021078,4,away,LOSS,OT,Craig Berube,2,7,23,8,4,1,58.5,8,4
2014021078,22,home,WIN,OT,Todd Nelson,3,8,28,8,4,0,41.5,18,7
2014020509,5,away,WIN,REG,Mike Johnston,3,7,22,13,2,0,47.2,15,3
2014020509,14,home,LOSS,REG,Jon Cooper,2,6,25,9,4,0,52.8,11,9
2014020959,10,away,TIE,REG,Peter Horachek,2,6,25,13,3,0,56.1,5,5
2014020959,14,home,TIE,REG,Jon Cooper,2,7,21,13,3,1,43.9,11,5
2014021098,16,away,LOSS,REG,Joel Quenneville,1,8,15,9,2,1,53.7,8,4
2014021098,4,home,WIN,REG,Craig Berube,2,8,24,9,2,1,46.3,9,6
2014020893,17,away,TIE,SO,Mike Babcock,3,9,23,8,5,1,52.1,14,6
2014020893,24,home,TIE,SO,Bruce Boudreau,3,6,37,10,4,0,47.9,15,5
2014021057,15,away,WIN,REG,Barry Trotz,3,6,17,10,4,0,51.9,5,3
2014021057,30,home,LOSS,REG,Mike Yeo,2,7,10,12,3,1,48.1,4,8
2014020038,2,away,WIN,REG,Jack Capuano,4,6,26,8,4,1,47.5,10,3
2014020038,3,home,LOSS,REG,Alain Vigneault,3,10,25,8,3,0,52.5,6,12
2014020158,52,away,TIE,SO,Paul Maurice,0,6,27,10,3,0,47.5,9,7
2014020158,3,home,TIE,SO,Alain Vigneault,0,9,25,6,5,0,52.5,20,8
2014020065,29,away,LOSS,REG,Todd Richards,2,10,16,8,3,0,53.2,12,5
2014020065,9,home,WIN,REG,Paul MacLean,3,8,26,10,2,0,46.8,11,11
2014020844,30,away,LOSS,REG,Mike Yeo,2,5,7,2,1,0,58.5,5,5
2014020844,23,home,WIN,REG,Willie Desjardins,3,7,18,2,1,0,41.5,17,10
2014020857,6,away,TIE,SO,Claude Julien,3,10,23,13,1,1,44.1,5,3
2014020857,22,home,TIE,SO,Todd Nelson,3,7,26,7,4,2,55.9,12,9
2014020559,8,away,TIE,REG,Michel Therrien,2,6,15,6,4,1,51.8,7,4
2014020559,1,home,TIE,REG,Adam Oates,2,6,21,8,3,0,48.2,8,3
2014020736,22,away,TIE,REG,Todd Nelson,2,4,18,18,1,0,35,20,13
2014020736,20,home,TIE,REG,Bob Hartley,2,8,25,12,4,1,65,13,15
2014020624,13,away,TIE,REG,Gerard Gallant,2,6,17,9,2,0,43.6,13,7
2014020624,22,home,TIE,REG,Todd Nelson,2,8,24,9,2,0,56.4,16,15
2014020498,18,away,WIN,REG,Peter Laviolette,3,8,19,4,4,0,56.2,3,3
2014020498,29,home,LOSS,REG,Todd Richards,1,7,39,8,2,1,43.8,3,4
2014021033,4,away,TIE,SO,Craig Berube,1,7,33,8,3,0,42.9,8,3
2014021033,9,home,TIE,SO,Dave Cameron,1,7,30,8,3,0,57.1,14,10
2014020717,29,away,LOSS,REG,Todd Richards,2,8,33,8,2,0,47.8,5,4
2014020717,13,home,WIN,REG,Gerard Gallant,3,7,31,16,3,0,52.2,3,3
2014020081,10,away,WIN,REG,Randy Carlyle,3,7,24,14,4,0,60.7,6,11
2014020081,2,home,LOSS,REG,Jack Capuano,2,9,23,20,6,1,39.3,2,7
2014021040,53,away,LOSS,REG,Dave Tippett,0,6,34,6,2,0,37.7,10,1
2014021040,26,home,WIN,REG,Darryl Sutter,1,8,45,4,3,0,62.3,10,2
2014020470,15,away,WIN,OT,Barry Trotz,3,9,36,27,3,0,45.2,0,4
2014020470,29,home,LOSS,OT,Todd Richards,2,6,36,25,4,2,54.8,7,9
2014020755,12,away,LOSS,OT,Bill Peters,2,8,16,8,4,0,46.2,5,3
2014020755,24,home,WIN,OT,Bruce Boudreau,3,7,25,8,4,1,53.8,2,2
2014020674,53,away,TIE,SO,Dave Tippett,3,7,28,10,4,1,59.7,20,2
2014020674,52,home,TIE,SO,Paul Maurice,3,7,37,12,3,0,40.3,17,5
2014020599,15,away,LOSS,OT,Barry Trotz,2,7,24,8,3,1,46.9,8,6
2014020599,4,home,WIN,OT,Craig Berube,3,8,36,6,4,1,53.1,10,5
2014020282,19,away,LOSS,REG,Ken Hitchcock,1,8,22,4,0,0,50,11,4
2014020282,8,home,WIN,REG,Michel Therrien,2,7,20,0,2,0,50,12,7
2014020801,4,away,LOSS,OT,Craig Berube,1,6,30,6,1,0,44.3,10,3
2014020801,8,home,WIN,OT,Michel Therrien,2,10,15,2,3,0,55.7,13,7
2014021024,13,away,WIN,REG,Gerard Gallant,2,5,29,8,3,1,42,16,10
2014021024,12,home,LOSS,REG,Bill Peters,0,6,26,10,2,0,58,20,11
2014020482,9,away,LOSS,REG,Dave Cameron,1,6,42,8,3,0,49.1,8,7
2014020482,8,home,WIN,REG,Michel Therrien,2,7,14,6,4,1,50.9,12,4
2014020954,5,away,LOSS,REG,Mike Johnston,1,7,29,6,1,0,49.2,2,9
2014020954,21,home,WIN,REG,Patrick Roy,3,5,17,2,3,1,50.8,4,12
2014020556,16,away,LOSS,REG,Joel Quenneville,2,8,10,10,6,1,53.8,7,5
2014020556,15,home,WIN,REG,Barry Trotz,3,8,24,14,4,1,46.2,15,7
2014020521,25,away,LOSS,REG,Lindy Ruff,2,6,16,15,5,2,44,1,6
2014020521,19,home,WIN,REG,Ken Hitchcock,3,8,24,17,4,1,56,2,4
2014020118,29,away,LOSS,REG,Todd Richards,2,6,37,13,3,1,42,10,4
2014020118,26,home,WIN,REG,Darryl Sutter,3,6,29,21,4,1,58,13,4
2014021161,22,away,LOSS,REG,Todd Nelson,2,7,22,4,3,1,48.5,9,3
2014021161,26,home,WIN,REG,Darryl Sutter,6,8,33,6,2,1,51.5,8,3
2014020473,22,away,WIN,REG,Craig MacTavish,3,7,25,6,1,0,53.5,11,5
2014020473,28,home,LOSS,REG,Todd McLellan,2,7,27,2,3,1,46.5,21,6
2014020544,23,away,WIN,REG,Willie Desjardins,3,5,21,8,0,0,39.7,12,7
2014020544,28,home,LOSS,REG,Todd McLellan,1,8,34,2,4,0,60.3,18,9
2014020082,17,away,LOSS,OT,Mike Babcock,1,7,16,4,3,0,37.3,5,4
2014020082,8,home,WIN,OT,Michel Therrien,2,9,24,8,1,0,62.7,5,6
2014020059,17,away,WIN,REG,Mike Babcock,2,8,22,6,5,0,58.6,7,12
2014020059,10,home,LOSS,REG,Randy Carlyle,1,6,23,12,2,0,41.4,5,4
2014021006,29,away,WIN,REG,Todd Richards,3,6,26,17,3,1,41.8,7,2
2014021006,17,home,LOSS,REG,Mike Babcock,1,10,17,11,6,1,58.2,8,6
2014021000,3,away,WIN,REG,Alain Vigneault,3,7,30,8,3,0,43.3,8,5
2014021000,15,home,LOSS,REG,Barry Trotz,1,7,34,8,3,1,56.7,10,12
2014020680,29,away,WIN,REG,Todd Richards,3,5,18,8,2,1,50,4,3
2014020680,30,home,LOSS,REG,Mike Yeo,1,6,16,4,4,1,50,15,5
2014020619,9,away,WIN,REG,Dave Cameron,3,8,20,10,5,2,44.1,3,6
2014020619,53,home,LOSS,REG,Dave Tippett,1,8,39,10,5,0,55.9,8,6
2014020536,30,away,WIN,REG,Mike Yeo,3,7,15,6,4,0,43.9,10,2
2014020536,52,home,LOSS,REG,Paul Maurice,2,7,28,8,3,2,56.1,16,7
2014020027,25,away,LOSS,REG,Lindy Ruff,1,4,13,23,1,0,50,8,8
2014020027,18,home,WIN,REG,Peter Laviolette,2,8,17,9,3,0,50,8,9
2014021062,21,away,WIN,REG,Patrick Roy,3,7,40,2,2,0,52.5,4,6
2014021062,53,home,LOSS,REG,Dave Tippett,2,7,37,4,1,0,47.5,5,7
2014020137,18,away,WIN,REG,Peter Laviolette,2,8,27,4,1,0,34,12,10
2014020137,22,home,LOSS,REG,Dallas Eakins,1,6,21,2,2,0,66,16,13
2014020306,16,away,WIN,REG,Joel Quenneville,5,7,23,6,7,2,54.4,9,8
2014020306,22,home,LOSS,REG,Dallas Eakins,1,6,33,16,2,0,45.6,11,10
2014020911,4,away,LOSS,REG,Craig Berube,2,12,30,10,6,2,56.2,6,14
2014020911,10,home,WIN,REG,Peter Horachek,3,4,40,14,4,1,43.8,10,9
2014021012,18,away,LOSS,REG,Peter Laviolette,0,8,22,10,2,0,47.6,8,3
2014021012,28,home,WIN,REG,Todd McLellan,2,5,24,4,5,2,52.4,11,8
2014020104,12,away,LOSS,REG,Bill Peters,3,7,28,8,1,0,47.5,9,13
2014020104,22,home,WIN,REG,Dallas Eakins,4,7,30,2,4,1,52.5,12,9
2014020737,16,away,LOSS,REG,Joel Quenneville,0,7,16,8,1,0,41.7,14,13
2014020737,28,home,WIN,REG,Todd McLellan,2,5,30,4,3,0,58.3,15,13
2014020644,3,away,LOSS,REG,Alain Vigneault,0,7,33,18,3,0,45.9,11,6
2014020644,6,home,WIN,REG,Claude Julien,3,8,25,28,3,0,54.1,11,5
2014020337,8,away,LOSS,REG,Michel Therrien,1,7,15,33,3,1,67.2,3,1
2014020337,7,home,WIN,REG,Ted Nolan,2,6,21,11,4,1,32.8,4,5
2014021028,20,away,LOSS,REG,Bob Hartley,2,7,18,2,3,0,49.1,1,4
2014021028,21,home,WIN,REG,Patrick Roy,3,6,27,6,1,1,50.9,3,8
2014020587,12,away,LOSS,REG,Bill Peters,2,6,11,8,3,2,44.6,8,5
2014020587,18,home,WIN,REG,Peter Laviolette,3,6,13,8,2,0,55.4,10,4
2014020322,20,away,LOSS,REG,Bob Hartley,2,8,33,9,4,0,43.9,10,1
2014020322,24,home,WIN,REG,Bruce Boudreau,3,7,30,17,0,0,56.1,9,2
2014020403,17,away,WIN,REG,Mike Babcock,3,5,21,8,3,0,47.2,3,10
2014020403,12,home,LOSS,REG,Bill Peters,1,8,12,6,4,0,52.8,8,7
2014020965,30,away,WIN,REG,Mike Yeo,3,4,30,4,2,0,43.1,9,8
2014020965,12,home,LOSS,REG,Bill Peters,1,9,40,4,2,0,56.9,16,7
2014020262,8,away,WIN,REG,Michel Therrien,2,4,16,14,4,0,45.3,2,3
2014020262,17,home,LOSS,REG,Mike Babcock,1,7,25,10,6,1,54.7,11,3
2014020497,9,away,LOSS,REG,Dave Cameron,1,9,25,18,3,0,37,9,7
2014020497,15,home,WIN,REG,Barry Trotz,2,5,33,16,4,1,63,17,8
2014020744,22,away,TIE,SO,Todd Nelson,2,10,26,4,1,0,48.5,16,11
2014020744,28,home,TIE,SO,Todd McLellan,2,9,34,2,2,1,51.5,19,12
2014020256,28,away,LOSS,REG,Todd McLellan,1,9,15,6,3,0,40.7,4,3
2014020256,29,home,WIN,REG,Todd Richards,2,7,28,6,3,1,59.3,9,8
2014020718,18,away,TIE,SO,Peter Laviolette,2,9,18,19,4,1,47.9,2,6
2014020718,19,home,TIE,SO,Ken Hitchcock,2,8,16,15,6,0,52.1,5,7
2014020730,26,away,LOSS,REG,Darryl Sutter,1,7,35,2,1,0,39.2,6,1
2014020730,6,home,WIN,REG,Claude Julien,3,8,32,2,1,0,60.8,6,4
2014020145,28,away,TIE,SO,Todd McLellan,3,7,14,2,2,1,33.8,4,4
2014020145,30,home,TIE,SO,Mike Yeo,3,11,10,4,1,0,66.2,9,4
2014021010,26,away,WIN,REG,Darryl Sutter,2,5,20,9,3,1,52.7,6,6
2014021010,23,home,LOSS,REG,Willie Desjardins,0,4,17,11,2,0,47.3,9,4
2014020195,2,away,TIE,SO,Jack Capuano,1,6,29,8,5,1,40,11,7
2014020195,26,home,TIE,SO,Darryl Sutter,1,7,24,10,4,0,60,16,4
2014020867,23,away,TIE,REG,Willie Desjardins,2,5,11,8,3,0,41.8,3,0
2014020867,1,home,TIE,REG,Adam Oates,2,6,7,6,3,1,58.2,11,5
2014021152,21,away,LOSS,REG,Patrick Roy,1,5,27,2,2,1,44.8,22,2
2014021152,28,home,WIN,REG,Todd McLellan,3,7,23,4,1,0,55.2,17,13
2014020740,18,away,WIN,REG,Peter Laviolette,2,6,37,8,4,1,50,3,3
2014020740,5,home,LOSS,REG,Mike Johnston,0,5,24,10,3,0,50,6,3
2014020407,1,away,WIN,REG,Peter DeBoer,2,4,29,8,2,1,50.9,2,4
2014020407,12,home,LOSS,REG,Bill Peters,1,10,22,4,4,0,49.1,5,11
2014020471,24,away,WIN,REG,Bruce Boudreau,2,5,23,13,3,0,46.1,13,4
2014020471,8,home,LOSS,REG,Michel Therrien,1,6,30,13,3,1,53.9,15,4
2014020704,21,away,WIN,OT,Patrick Roy,3,6,22,9,2,0,55.2,9,5
2014020704,18,home,LOSS,OT,Peter Laviolette,2,9,15,9,2,1,44.8,11,7
2014020685,22,away,TIE,SO,Todd Nelson,2,7,14,4,6,1,48.3,10,5
2014020685,15,home,TIE,SO,Barry Trotz,2,6,15,12,2,1,51.7,9,9
2014020797,25,away,TIE,REG,Lindy Ruff,3,8,25,21,1,0,46,10,10
2014020797,6,home,TIE,REG,Claude Julien,3,11,14,4,3,0,54,11,9
2014020044,1,away,WIN,REG,Peter DeBoer,2,6,22,8,4,1,52,9,6
2014020044,14,home,LOSS,REG,Jon Cooper,1,6,15,8,4,0,48,5,7
2014020085,4,away,LOSS,REG,Craig Berube,0,8,19,8,2,0,50.7,3,3
2014020085,16,home,WIN,REG,Joel Quenneville,2,10,18,4,4,2,49.3,1,12
2014020342,22,away,WIN,OT,Dallas Eakins,3,4,18,11,0,0,41.7,7,5
2014020342,19,home,LOSS,OT,Ken Hitchcock,2,10,20,5,3,0,58.3,6,9
2014020485,13,away,LOSS,REG,Gerard Gallant,1,11,24,32,6,1,48.1,2,2
2014020485,5,home,WIN,REG,Mike Johnston,3,8,31,44,6,0,51.9,6,4
2014020752,16,away,LOSS,REG,Joel Quenneville,0,6,14,8,2,0,45,3,5
2014020752,30,home,WIN,REG,Mike Yeo,3,10,20,6,3,0,55,8,10
2014020904,17,away,LOSS,REG,Mike Babcock,0,5,27,10,5,0,38.9,6,4
2014020904,26,home,WIN,REG,Darryl Sutter,1,6,37,12,4,1,61.1,14,1
2014021200,10,away,LOSS,REG,Peter Horachek,0,8,14,4,4,0,50.9,3,7
2014021200,29,home,WIN,REG,Todd Richards,3,8,20,8,2,1,49.1,6,11
2014020351,19,away,TIE,SO,Ken Hitchcock,2,6,19,21,2,0,43.8,4,1
2014020351,30,home,TIE,SO,Mike Yeo,2,9,14,4,5,1,56.2,5,6
2014020185,17,away,WIN,OT,Mike Babcock,3,7,19,10,5,2,49.1,12,4
2014020185,3,home,LOSS,OT,Alain Vigneault,2,7,16,14,3,2,50.9,8,7
2014020972,25,away,LOSS,REG,Lindy Ruff,2,8,19,8,2,2,47.9,8,3
2014020972,14,home,WIN,REG,Jon Cooper,3,7,19,4,4,1,52.1,6,6
2014020295,19,away,WIN,REG,Ken Hitchcock,3,8,16,10,4,0,61.7,5,8
2014020295,9,home,LOSS,REG,Paul MacLean,2,6,24,10,4,2,38.3,9,9
2014020777,22,away,LOSS,REG,Todd Nelson,1,8,47,11,2,0,60,8,11
2014020777,10,home,WIN,REG,Peter Horachek,3,7,24,9,3,1,40,12,16
2014020182,23,away,WIN,REG,Willie Desjardins,3,9,11,10,4,0,50,0,5
2014020182,21,home,LOSS,REG,Patrick Roy,2,5,18,8,5,0,50,9,6
2014021135,16,away,LOSS,REG,Joel Quenneville,2,6,20,8,3,1,42.9,8,4
2014021135,52,home,WIN,REG,Paul Maurice,3,8,36,6,4,2,57.1,18,5
2014020881,17,away,WIN,OT,Mike Babcock,5,9,17,9,3,1,40.5,6,11
